Date,HomeTeam,AwayTeam,HomeGameScore,AwayGameScore,HomePointsScoredLast300Seconds,AwayPointsScoredLast300Seconds,HomePointsScoredLast120Seconds,AwayPointsScoredLast120Seconds,HomePointDifferential,HomeFGDifferential,HomeDRebDifferential,HomeORebDifferential,Home3FGDifferential,HomeBlocksDifferential,HomeStealsDifferential,HomeAssistsDifferential,HomeReboundsDifferential,HomeFreeThrowDifferential,HomeTurnoversDifferential,HomeFoulsDifferential,SecLeft,LambdaWID,PointsScoredRemaining_Home,PointsScoredRemaining_Away
2019-11-29,14,28,94,100,8,12,4,6,-6,0.00432442999999999,1,5,-0.020833339999999978,6,-7,5,6,-2,6,3,77,7,0,3
2019-12-07,10,23,109,104,15,15,5,9,5,0.023308629999999997,2,-3,-0.04852941999999999,4,6,-7,-1,4,0,3,70,7,6,5
2020-02-08,27,2,119,118,8,15,1,6,1,0.02803201999999999,2,0,0.036363630000000036,0,1,-5,2,-3,-2,6,0,1,0,0
2020-03-04,2,14,73,89,5,16,5,8,-16,-0.09303405999999997,-12,-1,-0.32051282000000003,-1,2,-5,-13,3,2,6,283,14,6,10
2020-02-01,24,28,115,99,14,7,3,5,16,0.08809848000000003,9,4,0.05698004000000001,0,-3,2,13,5,3,0,225,12,9,8
2020-01-30,29,4,112,92,17,13,5,2,20,0.017916299999999996,17,8,0.053246779999999994,1,-5,-2,25,7,10,2,273,14,9,8
2020-01-26,24,11,131,119,16,11,11,5,12,0.03679655000000004,6,4,0.17290323999999996,5,-3,-4,10,4,8,1,196,11,8,10
2020-01-10,25,16,96,108,12,11,5,2,-12,-0.010570829999999976,-3,-1,0.010979740000000016,-1,-1,-1,-4,-16,3,11,243,13,10,19
2020-08-13,13,25,105,126,14,14,3,8,-21,-0.09624375000000002,-4,2,-0.07575756,-1,-5,-7,-2,-2,2,6,278,14,17,10
2019-11-10,17,7,81,90,10,6,3,0,-9,-0.05864196000000005,-4,2,-0.24844718999999998,5,0,-5,-2,9,-3,-6,238,12,9,0
2020-01-03,29,24,97,110,10,15,4,9,-13,-0.09817072000000004,-3,3,0.15833333999999996,-3,-2,4,0,-5,5,4,264,13,6,12
2020-01-11,6,22,99,84,18,13,7,2,15,0.13043477999999997,12,-5,0.15757575000000001,3,-5,1,7,11,9,2,221,12,10,7
2020-08-18,11,15,95,101,8,12,2,3,-6,0.012957739999999995,1,1,0.10144926000000004,-3,0,0,2,-5,3,5,221,12,6,12
2020-01-15,17,11,99,104,12,12,5,5,-5,-0.08582890000000004,-4,3,0.08850933,4,-1,-1,-1,5,-1,-1,9,2,0,0
2019-12-21,8,3,107,119,8,18,6,8,-12,-0.0597104,-12,-5,-0.05714288000000006,0,6,9,-17,-13,-2,7,5,2,0,0
2019-11-09,4,18,86,98,6,13,2,5,-12,-0.17014989999999997,-7,7,-0.008241730000000003,-4,-5,2,0,0,-5,-5,278,14,15,17
2020-01-07,13,19,105,79,11,6,0,2,26,0.08822211999999996,7,-8,0.24117646999999998,8,1,10,-1,5,0,-1,190,11,12,8
2020-02-26,28,1,103,114,11,9,5,2,-11,-0.08627607000000004,-7,4,-0.12307693000000003,-1,-2,-5,-3,-1,1,-1,0,1,0,0
2019-11-10,20,16,99,104,14,9,2,2,-5,-0.09584144,-11,1,-0.023648649999999993,1,2,2,-10,4,-5,-3,201,11,20,17
2019-10-25,14,3,101,105,7,16,2,8,-4,-0.004558200000000012,6,6,0.059113300000000035,0,-6,7,12,-3,5,1,34,5,1,5
2020-08-24,15,11,91,81,15,11,5,5,10,0.02571427999999998,10,9,-0.09663865000000005,-2,1,5,19,0,-2,-2,247,13,8,6
2019-10-26,16,15,119,121,12,11,7,3,-2,-0.0038047199999999837,-4,-4,-0.05024389999999995,2,1,-11,-8,10,1,-5,3,1,2,0
2020-02-06,16,22,112,98,10,5,2,3,14,0.10198427999999998,12,-2,-0.0852713,4,-4,-4,10,6,2,3,87,7,0,3
2020-03-05,25,22,106,118,6,8,0,4,-12,0.05560274999999992,4,-11,-0.037037050000000016,2,0,1,-7,4,3,3,117,8,2,7
2020-03-11,0,19,110,116,16,13,7,5,-6,-0.10041517999999999,-5,7,-0.04844718999999997,-7,-6,-6,2,-7,4,1,104,8,8,2
2020-09-24,7,13,102,105,12,9,3,2,-3,0.04740446000000004,1,-4,0.04285713000000002,1,-5,-1,-3,-10,3,3,175,10,6,9
2020-01-03,13,18,121,111,11,11,5,4,10,0.028771110000000044,8,-1,0.1854613,-6,5,5,7,21,1,-6,35,5,2,2
2020-01-26,21,12,96,112,9,16,4,10,-16,-0.11045968,-12,3,-0.21458334,0,7,7,-9,1,-11,-1,23,4,1,0
2019-11-07,26,20,121,110,13,11,5,4,11,0.029399740000000008,9,8,-0.002506260000000038,1,-1,6,17,-13,-1,7,53,6,0,2
2020-02-24,12,14,119,75,14,17,5,5,44,0.08108110000000002,11,2,0.26666666000000006,0,1,14,13,3,1,3,105,8,5,8
2020-01-29,24,10,117,104,11,17,0,7,13,0.10726744999999999,8,-3,0.029953889999999983,2,0,3,5,7,3,-2,206,11,8,8
2020-01-06,6,3,118,108,15,16,5,8,10,0.05139709999999997,4,-5,0.07989907999999996,0,-5,0,-1,6,6,-7,47,6,0,2
2019-11-08,11,8,108,97,14,12,6,5,11,0.06914560000000003,3,-1,-0.14285713,4,0,-3,2,9,-4,-11,177,10,4,9
2020-08-19,7,28,96,122,12,10,4,4,-26,-0.13022941999999998,-1,6,-0.06477734000000002,-3,-3,-10,5,2,3,1,249,13,9,2
2019-11-15,20,22,97,96,14,7,4,2,1,0.023076949999999985,-4,-7,-0.05944056000000003,2,1,0,-11,9,-1,-1,192,11,10,11
2020-01-24,19,27,107,108,15,10,4,2,-1,-0.011743159999999975,5,9,-0.12773109,-2,-3,0,14,4,5,-2,82,7,5,10
2020-01-02,12,8,118,105,6,15,2,7,13,0.12174341,5,-2,0.13403263999999998,10,-3,9,3,-10,2,-1,151,10,8,7
2019-11-13,1,29,137,132,11,21,0,12,5,-0.026996130000000007,7,2,0.01809953999999997,1,0,3,9,4,3,3,77,7,3,1
2020-01-07,13,19,105,79,16,7,3,4,26,0.09176469999999998,7,-8,0.25822368,7,1,10,-1,7,0,-2,251,13,12,8
2020-07-31,24,14,112,103,11,9,9,3,9,0.03489702999999994,5,0,-0.033333329999999994,4,2,5,5,-5,3,7,176,10,12,9
2020-02-23,3,29,119,105,14,16,7,2,14,0.020373460000000065,2,3,0.09999999999999998,0,2,2,5,-8,1,3,253,13,7,10
2019-10-26,23,12,129,119,17,19,10,7,10,0.03571429999999998,8,0,0.07276821,-2,1,13,8,-7,4,4,33,5,1,3
2019-10-23,24,7,98,105,12,19,8,9,-7,-0.012776339999999997,1,2,-0.3125,0,-1,-11,3,-1,0,1,24,4,2,3
2020-03-10,14,21,100,104,14,10,3,6,-4,0.00261193000000004,3,-4,-0.05379312000000003,2,-4,-7,-1,17,4,-8,1,1,0,0
2020-01-15,15,26,105,100,18,19,10,10,5,0.02770684000000001,7,2,0.12196970000000001,1,-5,4,9,-4,2,-2,14,3,1,0
2020-07-30,13,12,99,95,8,10,3,5,4,-0.037919800000000004,2,6,-0.10995671000000001,-2,-1,5,8,9,-3,-4,115,8,4,6
2020-01-23,2,13,110,128,14,13,8,7,-18,-0.08581507999999999,-9,-1,-0.07323232999999996,-1,3,1,-10,-5,1,3,145,9,3,0
2020-02-21,27,23,118,101,16,6,5,0,17,0.11195653,17,-3,0.2019078,10,-5,-5,14,-1,5,-4,0,1,0,0
2019-10-23,6,29,104,95,3,13,0,3,9,0.07249502000000002,3,-8,0.051127829999999985,3,1,-8,-5,12,0,-10,123,9,4,5
2020-01-13,25,21,95,94,8,10,4,2,1,0.04511522999999995,9,-7,0.04047980000000001,-2,1,8,2,-14,6,7,263,13,17,14
2019-11-02,9,4,87,88,10,10,1,4,-1,0.02383898000000001,4,-10,0.16091953999999997,5,0,5,-6,-4,5,6,4,1,0,4
2020-01-22,18,26,109,115,15,14,2,6,-6,-0.05070598000000004,0,0,-0.023076929999999996,-1,-2,8,0,8,4,-3,232,12,8,6
2020-02-25,27,16,97,108,10,11,3,4,-11,-0.02930404000000003,-11,1,0.012820520000000002,-5,-6,-2,-10,-15,3,7,0,1,0,0
2020-03-08,6,11,108,104,11,9,6,4,4,-0.036590800000000034,-4,1,0.025252529999999995,1,2,-3,-3,7,0,-5,243,13,1,8
2020-02-24,5,15,98,109,7,5,3,3,-11,-0.03229972000000003,-7,2,-0.019736860000000023,-5,1,-10,-5,11,-1,-5,9,2,0,2
2019-11-11,18,10,106,115,13,14,4,0,-9,-0.09029377,-5,5,0.016840899999999992,-3,-1,9,0,2,-1,-2,103,8,10,7
2020-08-12,20,15,116,115,16,7,9,4,1,-0.05591539000000001,2,8,0.03948898000000001,2,-7,-4,10,7,4,-4,5,2,0,0
2019-11-21,23,18,115,122,8,9,2,5,-7,-0.06991210999999997,-8,1,-0.03778802999999997,-3,0,0,-7,8,-2,-6,60,7,6,2
2020-01-11,24,16,97,121,6,11,1,0,-24,-0.08186456999999997,-9,-1,-0.11764703999999998,0,0,-5,-10,3,4,2,182,11,4,1
2020-08-02,1,24,127,124,18,15,9,5,3,0.03983656000000002,4,-3,0.13658536,1,1,-7,1,16,3,-3,3,1,1,0
2020-07-31,16,1,105,101,11,12,7,2,4,0.05549702000000001,6,-6,0.0007948799999999978,2,0,7,0,-3,1,-1,299,14,14,11
2020-01-18,9,21,97,93,11,11,7,4,4,-0.020859939999999966,-2,-3,-0.043650770000000005,-3,1,3,-5,-4,-4,2,189,11,12,2
2020-08-01,11,22,115,108,23,10,8,3,7,0.0010352200000000034,-14,-9,0.04166666000000002,-2,3,10,-23,-6,-13,-4,188,11,12,13
2019-12-16,23,24,102,106,5,9,2,2,-4,0.00046883000000003117,1,-2,-0.044932099999999975,-3,1,9,-1,-4,-1,-4,184,11,8,5
2020-03-02,19,10,122,119,6,10,2,4,3,0.07177928,19,11,0.05665025000000001,3,-5,1,30,3,5,-1,68,7,3,4
2019-12-11,17,28,112,125,17,12,10,6,-13,-0.13929877000000007,-7,4,-0.09128918999999996,-4,5,-6,-3,6,-4,-4,54,6,4,2
2019-12-09,18,8,93,96,15,8,4,2,-3,0.001082240000000012,-3,0,-0.09628378000000001,-2,0,8,-3,-5,-5,0,299,14,10,9
2019-12-28,7,14,118,110,16,18,5,11,8,-0.016129049999999978,0,0,-0.011083750000000003,-1,4,-4,0,0,-6,-3,38,5,1,0
2019-11-10,17,7,81,90,11,8,7,0,-9,-0.05864196000000005,-4,2,-0.24844718999999998,5,-1,-5,-2,9,-2,-5,272,14,9,0
2019-12-04,8,16,103,127,16,12,4,7,-24,-0.06953407,-14,-1,-0.09444445000000001,-5,-2,0,-15,-5,-3,2,0,1,0,0
2019-12-18,22,15,94,101,11,5,6,2,-7,-0.060240950000000015,-10,3,-0.08095237,1,4,-3,-7,4,1,0,152,10,10,7
2020-08-25,7,28,101,100,11,12,5,4,1,-0.020382399999999967,-1,0,-0.048387100000000016,3,-2,-1,-1,0,-6,-2,252,13,16,7
2020-02-10,21,0,133,126,17,11,4,6,7,-0.020195850000000015,2,11,0.029239769999999998,0,4,0,13,3,-2,-3,27,4,2,0
2020-01-06,22,20,110,106,9,9,2,2,4,0.053366179999999985,0,-5,0.03555554999999999,-2,1,13,-5,-15,-1,8,112,8,10,7
2019-12-09,16,21,94,73,10,6,3,4,21,0.07936507999999998,5,2,0.06643359999999998,-7,2,11,7,-6,2,1,284,14,16,15
2019-12-03,26,10,104,113,13,8,3,4,-9,0.05925927000000003,3,-2,0.0590909,2,-1,6,1,3,8,-2,135,9,11,2
2020-07-31,6,10,135,129,4,6,2,2,6,0.005618000000000012,8,5,0.11136362999999999,-5,-5,3,13,9,10,-1,63,7,4,10
2020-08-19,12,6,112,126,14,13,2,7,-14,-0.06672274,-3,1,-0.16125540000000005,-2,-1,-9,-2,4,6,1,64,7,2,1
2020-01-10,25,16,103,122,12,17,5,9,-19,-0.026424150000000035,-5,-1,0.03770739000000001,-1,-3,-2,-6,-20,5,14,48,6,3,5
2019-11-01,1,19,104,102,14,14,5,8,2,0.04809648,6,-13,-0.044891630000000016,0,-2,-1,-7,8,1,-6,0,1,0,0
2020-02-08,8,19,89,93,5,12,0,4,-4,0.04547848999999998,-5,-13,0.08080808,1,0,-3,-18,1,1,-3,13,3,3,2
2019-11-22,22,26,106,97,12,12,5,4,9,-0.006796440000000015,6,10,0.03836313999999996,1,3,9,16,6,1,3,265,13,9,7
2019-10-22,12,13,112,102,11,10,2,0,10,0.07804232,1,2,-0.05141129999999999,-2,4,4,3,3,0,1,27,4,0,0
2020-01-10,2,15,109,111,13,8,3,2,-2,-0.05972221999999999,-1,9,0.05333333999999995,1,-1,3,8,-6,2,-3,102,8,8,2
2019-12-23,8,22,99,116,7,18,5,9,-17,-0.038566240000000085,-7,-11,-0.037037039999999966,-6,0,-6,-18,4,1,-5,259,13,10,9
2019-12-15,2,22,107,83,8,5,3,2,24,0.03985171999999998,9,4,0.20833333,-11,0,4,13,3,0,3,75,7,2,6
2019-12-16,16,6,116,119,23,15,17,10,-3,-0.04283217,-7,7,-0.11524389999999995,-2,3,2,0,-1,-6,0,1,1,0,1
2019-12-10,15,0,117,117,11,8,6,4,0,0.0,6,5,-0.05882353000000001,-3,0,-1,11,3,1,-6,5,2,0,0
2020-03-07,9,22,94,78,14,8,8,5,16,0.07575756,2,0,-0.01581026999999996,-1,1,2,2,1,-3,0,292,14,14,10
2019-10-30,22,17,115,92,13,10,8,2,23,0.08532269999999997,14,10,0.08088234,0,0,11,24,2,2,5,136,9,2,3
2019-12-27,0,16,86,112,12,13,5,2,-26,-0.14285715999999998,-12,2,-0.10017420999999999,0,1,-9,-10,1,1,5,0,1,0,0
2019-12-20,22,6,98,117,9,16,0,4,-19,-0.09585007000000006,-6,3,-0.13012478,-2,-1,2,-3,-4,-1,-1,0,1,0,0
2020-08-03,28,13,104,113,14,12,5,7,-9,-0.061728389999999966,0,3,-0.07786115999999998,0,-4,1,3,-4,6,5,42,5,4,3
2020-01-03,23,19,116,110,12,7,3,3,6,0.022222220000000015,-3,-4,0.07936506999999998,-4,0,9,-7,0,-5,0,16,4,4,2
2020-01-20,23,26,110,111,19,8,8,3,-1,0.03333335999999998,9,2,-0.13571427000000003,-4,-10,-2,11,7,6,-4,212,12,8,9
2020-02-07,1,0,99,90,7,8,3,6,9,0.04076937000000003,3,0,0.10784313000000001,0,-2,1,3,0,-1,-2,260,13,13,17
2019-12-26,2,19,76,93,11,10,3,4,-17,-0.14648192999999998,-5,-3,-0.0567376,1,-3,0,-8,19,2,-6,212,12,6,1
2019-12-10,15,0,114,117,10,10,3,6,-3,-0.017399300000000062,5,5,-0.08571427000000004,-4,0,-2,10,3,1,-6,54,6,3,0
2020-03-10,13,2,102,104,11,7,5,4,-2,0.059477119999999994,5,-6,0.059615399999999985,1,0,0,-1,-11,4,4,28,4,0,0
2020-02-12,21,8,103,103,14,7,3,0,0,-0.0017683599999999688,-3,3,-0.0813008,-1,5,3,0,-3,-5,-1,63,7,5,5
2019-12-14,3,12,109,106,13,11,9,3,3,0.027550240000000004,6,4,-0.024577580000000043,5,3,1,10,-18,2,8,2,1,0,0
2020-02-28,15,6,117,106,18,13,6,5,11,0.053881319999999955,2,3,0.10902777000000002,-2,6,6,5,9,-3,-4,249,13,9,12
2019-10-23,2,17,115,115,15,11,9,7,0,0.07291666000000002,-2,-4,0.13095236000000005,6,-1,-5,-6,-6,3,9,54,6,0,0
2019-12-22,20,12,110,106,20,8,7,4,4,-0.0003857999999999917,0,8,-0.10666666000000002,2,2,3,8,-8,-2,0,79,7,8,6
2020-02-26,29,2,93,96,7,6,4,2,-3,0.031617000000000006,-11,-6,0.08406646000000001,0,0,3,-17,-18,-6,1,181,11,8,10
2019-12-20,9,18,100,98,14,11,9,3,2,0.004607050000000001,0,-3,0.03030301999999996,-1,2,3,-3,0,0,8,38,5,6,4
2020-01-31,10,6,115,108,9,8,5,4,7,-0.028275600000000012,-8,-5,0.03277439999999998,-5,9,-4,-13,-7,-12,1,205,11,13,13
2020-01-03,13,18,114,105,7,11,4,5,9,0.02916666000000001,7,-1,0.18418420000000002,-5,4,4,6,21,2,-7,232,12,9,8
2020-01-03,21,15,94,83,9,2,2,0,11,0.059597520000000015,-5,-3,0.2,2,2,3,-8,2,-11,-4,148,9,2,2
2020-01-18,2,16,97,115,16,12,5,6,-18,-0.16326532,-12,7,-0.153337,1,3,-6,-5,1,-3,2,44,5,0,2
2020-03-08,23,16,136,128,11,18,6,11,8,0.015306770000000025,8,1,0.06686047,1,-1,8,9,6,4,-4,37,5,4,3
2019-12-20,24,21,135,83,14,10,2,3,52,0.13024534999999998,17,-7,0.23133415000000002,6,-10,2,10,1,13,8,78,7,0,3
2019-11-23,4,3,104,97,17,18,7,5,7,0.11493214999999996,6,-1,-0.02116403,3,-6,-1,5,4,4,0,176,10,11,19
2019-11-16,19,4,102,98,14,16,6,6,4,0.047058829999999996,6,1,-0.04782610000000004,-2,0,1,7,6,1,2,48,6,0,5
2020-01-19,7,11,101,107,8,14,4,9,-6,-0.024238150000000014,6,-1,-0.29827586000000006,0,9,-9,5,16,-5,-7,68,7,6,8
2020-02-07,29,6,109,113,8,15,2,5,-4,0.04177432999999997,-3,-8,0.08030889999999996,1,1,-1,-11,-6,1,1,229,12,10,5
2020-01-12,7,12,110,102,7,15,7,5,8,0.030051979999999978,2,-1,0.19757575,-1,-1,3,1,7,-1,1,71,7,4,2
2020-03-11,22,8,117,102,9,12,2,8,15,0.02597843999999999,9,8,0.07560483000000001,1,-3,2,17,6,4,-5,253,13,7,4
2020-02-10,7,26,123,117,15,8,4,8,6,0.07440478,0,0,-0.0018432599999999022,4,0,1,0,-3,0,-1,32,5,4,3
2019-12-07,28,14,126,112,12,18,2,10,14,0.03212025000000007,9,4,0.29004326,-3,-7,9,13,-7,8,6,48,6,0,0
2020-01-06,22,20,115,106,11,7,7,2,9,0.07432952000000004,1,-5,0.08620687999999999,-3,1,15,-4,-15,-2,9,47,6,5,7
2020-08-08,7,28,98,98,6,2,4,0,0,-0.033460639999999986,1,2,-0.15000000000000002,1,3,-5,3,4,-9,-3,55,6,7,7
2020-08-21,6,12,117,128,14,13,7,4,-11,-0.022853239999999997,-1,-1,-0.043290039999999974,-2,-1,3,-2,-5,1,1,87,7,5,2
2020-02-10,9,15,73,105,11,12,3,2,-32,-0.1503969,-8,1,-0.07500000999999995,-1,-1,-17,-7,6,1,-2,262,13,10,8
2020-02-20,25,14,122,105,10,10,7,3,17,-0.0004694000000000642,-11,-8,0.07977210000000001,-2,5,1,-19,9,-7,-5,21,4,7,9
2020-03-08,17,18,107,119,13,9,7,6,-12,-0.08778861999999998,-11,-3,-0.06546492000000004,-2,8,-8,-14,2,-8,-2,63,7,0,1
2019-12-23,5,0,119,115,10,16,0,10,4,0.043015729999999974,4,2,0.03388276000000001,-1,-3,-5,6,-5,6,-3,80,7,2,3
2020-01-21,6,12,96,96,11,6,6,6,0,0.05711569999999999,3,-7,0.04015442999999996,5,-3,3,-4,-3,3,5,231,12,11,14
2019-12-31,4,1,80,107,3,11,0,2,-27,-0.07105265000000005,-5,-10,-0.021235530000000002,-5,-5,-1,-15,5,5,1,71,7,5,2
2019-12-19,0,28,99,99,6,9,6,4,0,-0.008239949999999996,-5,-5,0.09764308,-3,1,6,-10,-15,-3,6,271,14,7,12
2020-02-05,17,0,112,113,17,10,8,2,-1,-0.05254904999999993,-7,-1,-0.11875000000000002,3,6,-3,-8,3,0,3,85,7,6,5
2020-03-09,7,16,103,93,14,12,7,4,10,0.04252874000000001,3,-6,0.08085107000000002,4,3,3,-3,-5,-5,5,111,8,6,2
2019-11-10,13,27,100,109,12,10,2,5,-9,-0.05457464000000001,3,6,0.011494260000000034,-1,0,4,9,1,-1,1,58,6,4,4
2020-09-02,10,20,104,102,5,6,3,3,2,-0.06279903999999997,-6,4,-0.12364944,3,4,-6,-2,-2,-8,8,1,1,0,0
2020-01-30,29,4,121,100,14,10,7,6,21,0.041961570000000004,19,6,0.09266410000000003,2,-5,-4,25,8,11,2,74,7,0,0
2020-03-10,24,23,106,96,17,16,8,8,10,0.08227849999999998,0,-1,0.08494623000000001,3,6,-7,-1,-5,-5,3,287,14,15,9
2019-11-17,18,9,95,83,10,9,0,3,12,0.02839927999999997,4,2,0.08363636999999996,2,-3,0,6,-1,2,0,193,11,13,17
2020-01-10,6,13,106,125,11,13,3,4,-19,-0.13615904000000006,-8,5,-0.16666666000000002,-2,-2,0,-3,5,2,-8,86,7,8,4
2020-02-11,10,1,116,101,22,14,10,3,15,0.012210999999999972,3,-5,-0.04531488,2,-2,-7,-2,19,-4,-6,101,8,0,4
2019-12-23,11,27,95,98,8,11,2,4,-3,-0.00555555000000002,-10,0,0.06951870999999998,1,3,1,-10,-2,-5,2,236,12,12,9
2020-08-20,11,15,94,108,8,8,5,3,-14,-0.024303799999999987,0,-3,-0.13928574000000005,3,2,-2,-3,-12,1,8,114,8,6,1
2020-03-07,9,22,108,88,14,10,8,4,20,0.11428573000000003,2,-3,0.0,0,1,2,-1,6,-5,-3,4,1,0,0
2020-02-12,14,24,107,102,11,14,4,8,5,0.10018706999999999,3,1,-0.06563705000000003,6,0,3,4,-2,1,1,50,6,0,2
2019-12-03,7,13,96,102,10,10,2,5,-6,-0.04855537000000004,-12,-7,-0.07738094000000001,-1,1,2,-19,-9,-5,0,75,7,0,3
2020-01-28,5,18,105,118,9,12,5,5,-13,-0.10987650999999998,-3,7,-0.027514250000000018,-9,-2,-3,4,-4,-5,2,227,12,6,7
2020-02-05,20,5,95,94,9,10,2,6,1,0.003252030000000017,-2,-4,-0.03452685,4,4,-10,-6,11,-5,-3,222,12,14,9
2019-12-02,14,11,93,105,14,11,2,4,-12,-0.08117283999999997,-5,0,-0.16300675,4,1,-8,-5,6,-4,-3,253,13,11,12
2019-10-28,10,20,116,112,16,19,10,9,4,-0.002836879999999986,-5,-7,-0.14415585,3,-1,-1,-12,9,1,-4,0,1,0,0
2020-03-05,4,7,100,104,10,16,8,8,-4,-0.03336849999999997,-4,-6,0.09855767999999998,-3,-3,-10,-10,3,-3,0,161,10,10,10
2019-10-28,12,4,106,94,10,12,8,4,12,0.02689180000000002,3,0,-0.036363630000000036,5,7,-2,3,4,-2,1,140,9,5,2
2020-08-20,11,15,91,103,8,12,3,3,-12,-0.027027040000000002,1,-2,-0.15193965999999998,3,2,-1,-1,-12,1,9,299,14,9,6
2020-01-29,11,3,93,100,5,14,1,2,-7,-0.06756759999999995,2,7,-0.02380952,-1,-5,-2,9,0,2,3,164,10,7,0
2019-12-02,22,28,101,94,8,15,2,7,7,-0.0625424,2,3,0.27272726999999997,-5,5,1,5,1,-4,-3,42,5,2,0
2020-08-08,24,12,117,120,9,15,2,10,-3,0.00026436999999995825,-3,0,-0.03641456999999998,0,0,0,-3,-9,-3,3,15,4,0,2
2019-12-16,23,24,102,108,5,11,2,4,-6,-0.006018499999999982,1,-2,-0.044932099999999975,-3,1,8,-1,-4,0,-4,168,10,8,3
2020-03-04,5,1,100,107,11,17,3,9,-7,-0.03488374999999999,-1,3,-0.033333329999999994,-5,-4,7,2,-2,1,-3,39,5,6,5
2020-08-11,26,10,118,87,15,6,2,3,31,0.11419200000000002,17,3,0.14950164999999999,2,0,12,20,5,1,0,208,11,5,12
2020-02-24,28,23,103,121,9,13,2,8,-18,-0.09358978000000001,0,-5,-0.1763285,-1,-2,-14,-5,18,7,-8,218,12,8,10
2019-12-27,0,16,77,104,9,9,5,7,-27,-0.1592539,-12,3,-0.15052632,-2,1,-6,-9,-2,1,6,226,12,9,8
2020-02-03,29,9,112,119,12,11,2,5,-7,-0.00014874000000003607,1,-8,-0.10180619999999996,-2,0,-3,-7,-1,-4,0,114,8,5,6
2020-08-23,22,1,106,110,16,8,12,2,-4,-0.03658536000000001,-1,-2,-0.07815125,0,3,-7,-3,5,-7,1,0,1,0,0
2019-11-01,25,28,97,93,11,9,0,4,4,0.042725380000000035,0,4,-0.13817661999999997,-1,-4,-3,4,-7,-1,5,166,10,5,8
2020-08-02,14,26,103,106,12,12,5,4,-3,0.04206953000000002,-2,-9,-0.1995074,-3,0,3,-11,-11,-4,4,16,4,3,2
2020-08-11,22,23,114,128,12,19,7,9,-14,-0.04610614000000002,-8,0,0.03809524000000003,1,0,0,-8,-7,2,2,99,8,3,2
2020-03-08,29,15,86,95,3,13,0,9,-9,-0.14653715,-14,-1,-0.02583981000000002,-6,4,-2,-15,-5,-7,1,100,8,3,5
2020-08-05,1,2,143,111,20,18,10,7,32,0.09074825999999997,9,-1,0.26282054,7,0,7,8,12,-2,2,86,7,6,4
2020-08-10,13,7,107,111,15,16,6,7,-4,-0.07803579999999999,-8,5,-0.06227108999999997,0,2,-2,-3,10,-3,-2,226,12,17,10
2019-12-19,12,10,115,122,9,17,2,6,-7,-0.011904800000000049,-2,-3,0.04354353999999999,2,1,-1,-5,-10,0,8,56,6,2,0
2019-11-24,12,18,127,106,15,13,8,1,21,0.031013020000000002,8,3,0.04085367000000001,1,3,0,11,15,-3,-6,124,9,7,3
2020-01-12,2,0,108,86,7,9,2,4,22,0.20263157999999992,26,3,0.12929625,-3,-8,2,29,17,12,-3,42,5,0,0
2020-09-05,12,7,99,107,13,8,8,6,-8,-0.04857883000000002,1,4,-0.09429283,-4,0,2,5,16,4,-7,68,7,2,3
2020-02-10,11,2,103,101,10,14,4,4,2,0.10065360000000001,-4,-8,-0.06417625000000002,-4,2,9,-12,-21,-4,7,37,5,2,5
2020-02-25,9,25,76,112,7,16,2,6,-36,-0.08016194999999998,-9,3,-0.27333334,-2,0,-5,-6,-16,4,2,4,1,2,0
2020-03-07,8,28,102,107,20,9,6,4,-5,-0.05519479999999999,-2,1,-0.017315999999999998,-2,-6,6,-1,-2,2,2,9,2,3,4
2020-02-12,14,24,100,90,10,6,6,2,10,0.12188288000000003,2,-1,-0.00773995999999999,6,0,4,1,-2,0,1,280,14,7,14
2020-01-22,10,7,111,92,12,12,0,5,19,0.024096359999999983,7,4,0.15384614000000002,1,-1,1,11,11,-1,-3,280,14,10,13
2019-11-25,16,28,116,113,16,11,8,8,3,-0.07039473999999996,-3,11,-0.15911731,-2,2,-7,8,13,-8,-6,99,8,6,5
2019-11-16,17,10,100,115,11,10,3,3,-15,0.013017239999999985,4,-1,-0.06400967000000002,2,0,8,3,-1,2,3,151,10,5,10
2020-08-07,26,28,119,109,11,12,3,0,10,0.08033063000000001,0,0,-0.048051960000000005,1,3,3,0,3,-3,-2,60,7,0,2
2020-01-20,15,25,93,98,12,11,6,7,-5,0.06321838000000002,1,-8,0.09103642,-3,-1,-6,-7,0,5,4,160,10,12,7
2019-12-09,3,27,85,82,5,7,0,5,3,0.02920805999999998,-1,-4,0.0,-5,-2,10,-5,-8,-2,7,271,14,7,11
2020-08-05,21,27,77,101,10,14,5,8,-24,-0.08823530000000002,-4,2,-0.16071428,2,0,-5,-2,2,-3,1,234,12,13,8
2020-07-30,13,12,96,92,8,12,2,5,4,-0.030679460000000047,2,6,-0.10071301999999999,-2,-1,6,8,7,-4,-2,218,12,7,9
2020-03-03,7,9,100,91,10,15,6,5,9,-0.04403183999999999,7,15,-0.29117647,3,-1,2,22,10,6,6,55,6,0,3
2019-11-17,25,1,88,93,6,11,3,6,-5,-0.03243243999999995,-2,2,0.018808769999999975,2,1,-3,0,-12,-3,12,212,12,12,6
2019-11-25,27,22,88,94,5,9,0,4,-6,0.004330400000000012,-5,-4,-0.11508283000000002,2,-4,0,-9,1,-3,2,279,14,13,2
2020-01-21,6,12,105,108,13,16,7,6,-3,0.05108822999999996,0,-8,-0.03671968000000003,5,-2,4,-8,-8,2,7,13,3,2,2
