Date,HomeTeam,AwayTeam,HomeGameScore,AwayGameScore,HomePointsScoredLast300Seconds,AwayPointsScoredLast300Seconds,HomePointsScoredLast120Seconds,AwayPointsScoredLast120Seconds,HomePointDifferential,HomeFGDifferential,HomeDRebDifferential,HomeORebDifferential,Home3FGDifferential,HomeBlocksDifferential,HomeStealsDifferential,HomeAssistsDifferential,HomeReboundsDifferential,HomeFreeThrowDifferential,HomeTurnoversDifferential,HomeFoulsDifferential,SecLeft,LambdaWID,PointsScoredRemaining_Home,PointsScoredRemaining_Away
2019-10-27,6,24,119,118,10,9,4,2,1,-0.10503450000000003,-8,4,-0.13825756,0,1,14,-4,17,-5,-9,37,5,0,3
2020-02-12,23,9,98,76,6,10,2,5,22,-0.06663763,1,5,0.009523810000000021,1,7,1,6,1,-7,1,288,14,14,3
2019-12-26,6,26,102,98,2,13,0,9,4,-0.05970549000000003,-1,8,0.12413793000000001,-4,-2,4,7,0,1,-5,0,1,0,0
2020-03-08,25,27,98,99,16,13,8,5,-1,0.013782050000000046,9,7,-0.12956522000000004,4,-5,-6,16,2,2,-2,219,12,15,19
2019-11-08,21,14,101,83,17,3,5,0,18,0.09030565000000002,10,6,-0.11714287000000001,5,7,-2,16,12,-10,-6,90,8,4,3
2020-01-30,1,9,113,94,16,10,8,4,19,0.06525573000000001,9,10,0.17676767,-1,1,5,19,-8,5,6,246,13,6,10
2020-01-28,22,9,111,99,14,11,5,8,12,0.09683175999999999,7,-3,-0.01358235000000002,0,-1,1,4,2,1,-4,101,8,4,5
2020-01-20,23,26,112,111,22,6,9,3,1,0.04549779999999992,10,2,-0.13571427000000003,-4,-10,-2,12,7,6,-5,175,10,6,9
2019-11-27,9,3,94,85,12,11,6,2,9,0.03999999999999998,12,2,-0.013846140000000007,4,-2,8,14,8,3,-2,205,11,10,5
2019-10-26,16,15,119,121,12,8,7,3,-2,-0.0038047199999999837,-3,-4,-0.05024389999999995,2,1,-11,-7,10,1,-5,2,1,2,0
2019-12-06,16,12,117,86,7,18,0,8,31,0.11183574000000002,4,3,0.13333332000000003,1,3,10,7,5,-7,2,96,8,2,5
2020-02-11,18,24,132,110,12,17,4,6,22,0.06831973999999996,8,-1,0.17171718,2,2,20,7,4,-2,-7,136,9,6,7
2019-12-26,8,29,132,99,13,6,3,3,33,0.12829034000000006,12,-7,0.13496377999999998,0,-2,15,5,-1,2,-2,45,6,0,3
2019-11-25,9,20,97,93,5,9,3,7,4,-0.027598769999999995,-1,-1,0.12993422,-5,6,2,-2,9,-4,0,92,8,0,7
2020-02-12,23,9,103,76,7,10,5,2,27,-0.03571429999999998,2,5,0.04111110000000001,1,7,3,7,1,-6,2,197,11,9,3
2019-11-25,8,21,103,79,9,8,7,7,24,0.04076937000000003,10,1,0.08270675000000005,-2,-2,13,11,7,6,1,0,1,0,0
2019-11-29,5,16,108,111,14,6,4,4,-3,-0.02439020000000003,-5,-1,0.15151513,-3,4,3,-6,-9,-3,4,179,10,2,8
2020-01-08,0,10,109,115,9,7,4,5,-6,-0.04941525999999996,-4,-1,0.02267442000000003,2,-2,-1,-5,-10,-2,6,127,9,6,7
2020-02-22,3,23,98,104,4,14,2,6,-6,-0.026410370000000016,-2,-4,0.008008039999999994,2,1,-7,-6,-4,4,3,219,12,6,8
2019-12-04,24,25,121,112,13,7,2,4,9,0.07777782000000005,5,-6,0.16666666000000002,3,-1,2,-1,-3,2,2,144,9,6,4
2019-10-28,12,4,111,96,13,11,5,2,15,0.04290332000000002,6,0,-0.004784680000000041,5,6,-1,6,7,0,1,16,4,0,0
2020-03-01,25,8,101,89,19,13,8,8,12,0.02712646000000002,0,10,-0.14555052000000002,3,2,-1,10,2,-4,-6,144,9,5,11
2020-08-22,15,11,116,112,9,9,4,3,4,-0.046666649999999976,8,0,0.014629059999999972,-3,0,0,8,16,2,-10,36,5,8,3
2019-12-15,11,4,97,72,14,5,7,2,25,0.14457831000000004,7,-8,0.13939394000000002,3,3,12,-1,-10,-2,3,184,11,10,4
2020-08-11,21,2,82,100,12,9,4,5,-18,-0.05679012,-5,7,0.01666666,-1,0,-17,2,5,1,-1,264,13,8,8
2020-02-25,13,18,117,109,10,10,4,5,8,-0.012311910000000037,-1,8,-0.0008417700000000194,10,-1,-4,7,-11,-2,-2,19,4,1,0
2019-12-13,28,9,95,96,7,7,2,3,-1,-0.011992940000000007,-2,-6,0.015000000000000013,-3,-3,2,-8,7,1,-5,296,14,19,10
2019-12-28,3,0,116,81,12,5,5,2,35,0.12215984000000002,8,5,0.21916505000000003,0,4,-2,13,8,-1,-1,25,4,0,0
2020-02-03,25,17,113,109,12,11,5,8,4,0.07137254000000004,-3,-7,0.17641322999999998,1,-5,1,-10,3,0,-4,0,1,0,0
2019-11-01,3,8,105,102,11,9,3,2,3,-0.050489079999999964,-7,2,0.17777778000000002,-6,-5,10,-5,-9,0,1,101,8,7,4
2020-01-13,13,5,124,96,23,15,7,4,28,0.10172170000000003,2,0,0.10658306000000001,2,4,12,2,2,-10,5,92,8,4,3
2019-12-27,21,22,93,94,14,16,6,12,-1,0.03968254999999998,0,3,-0.024725289999999955,2,-5,3,3,-1,-2,-3,20,4,1,3
2019-11-12,25,24,106,97,10,15,5,6,9,-0.005507929999999994,1,4,0.06788792999999999,0,5,9,5,-4,-3,8,38,5,1,2
2020-08-13,21,18,107,120,16,15,8,8,-13,-0.0015015000000000445,-7,-3,0.2569697000000001,-4,0,-3,-10,-8,-3,-3,56,6,4,7
2019-12-27,15,11,113,112,11,9,2,2,1,-0.039450700000000005,10,12,-0.03056027,-2,-5,2,22,7,9,-3,0,1,0,0
2019-12-06,1,7,99,81,12,15,6,5,18,0.13577859999999997,2,-8,0.20191157999999998,0,1,2,-6,-1,0,4,247,13,9,14
2020-02-04,10,4,125,98,12,4,4,0,27,-0.016160479999999977,-3,-4,-0.045977000000000046,3,9,4,-7,-1,-10,4,0,1,0,0
2020-01-18,2,16,86,106,8,11,5,3,-20,-0.17032966,-13,6,-0.11989464,1,1,-7,-7,-3,-1,4,235,12,11,11
2020-08-01,27,13,102,88,19,8,9,2,14,0.05352562999999999,11,-1,0.16300675,-7,-1,6,10,-5,-3,1,115,8,5,4
2019-12-15,2,22,109,89,8,9,2,6,20,0.027214249999999995,8,5,0.1826923,-12,0,3,13,1,0,3,0,1,0,0
2019-11-05,4,11,113,113,11,15,4,4,0,-0.04539504000000005,-15,-2,-0.09961684999999998,-3,1,-8,-17,29,-7,-18,0,1,0,0
2020-01-24,17,10,119,127,11,15,5,3,-8,-0.027121850000000003,9,7,0.0010776000000000119,-1,-3,4,16,-7,6,6,26,4,5,4
2020-01-24,20,0,127,102,14,8,6,0,25,0.11392403000000001,8,-2,0.22619043000000005,-1,1,5,6,6,2,-2,298,14,13,9
2019-10-24,9,12,119,138,17,13,6,6,-19,-0.22820509999999994,-7,12,-0.18253343,-5,0,-6,5,-1,-3,-2,98,8,3,3
2020-02-21,27,23,118,101,16,6,7,2,17,0.10277777000000005,16,-2,0.1908784,10,-5,-5,14,-1,5,-4,43,5,0,0
2020-02-12,7,13,103,101,12,9,5,4,2,0.027719959999999988,1,-5,0.11904761000000003,0,3,2,-4,-5,-3,5,225,12,8,10
2020-02-28,21,17,117,119,9,16,7,3,-2,0.03555849999999994,13,4,-0.13088233999999999,0,-2,7,17,-1,-2,-2,185,11,7,6
2020-08-19,1,22,124,98,14,10,6,4,26,0.09140562000000002,1,4,0.24119242,2,2,-1,5,-11,-2,9,121,9,4,3
2020-02-01,6,0,114,96,8,9,3,5,18,0.05414440000000004,0,-2,0.16799293999999998,4,1,9,-2,-8,-3,1,193,11,9,4
2020-09-11,27,1,80,88,7,7,2,6,-8,-0.0003586999999999896,4,-2,0.050549449999999996,2,-11,-2,2,0,11,6,269,13,7,4
2019-11-15,20,22,107,107,14,11,4,5,0,0.02308270000000001,-4,-7,-0.06493505999999999,2,1,-1,-11,11,-1,-3,5,2,0,0
2020-01-17,22,3,98,85,9,6,5,2,13,0.04074006000000002,4,4,0.06666665999999999,3,1,8,8,-2,-5,-2,218,12,2,4
2019-11-12,22,5,90,95,8,8,2,4,-5,-0.018354429999999977,-2,2,-0.042483680000000024,7,-2,9,0,-7,1,5,300,15,8,2
2019-10-23,4,3,114,118,10,12,6,0,-4,0.02941176000000001,3,-11,0.22624057999999997,0,-8,1,-8,-4,10,-2,244,13,12,7
2019-12-11,2,4,108,105,12,13,7,8,3,0.027305760000000012,7,2,-0.15178570000000002,-2,3,4,9,5,6,-1,14,3,0,2
2019-12-09,16,21,100,77,12,8,7,6,23,0.09490524,6,1,0.06643359999999998,-7,2,12,7,-9,2,1,186,11,10,11
2020-01-04,6,4,103,99,6,10,4,5,4,0.005510919999999975,-9,-1,-0.16428570000000003,-1,3,2,-10,-14,-8,2,89,7,0,4
2020-03-04,6,18,106,104,11,9,4,2,2,0.017522900000000008,3,-6,0.037878809999999985,9,-2,0,-3,7,2,-4,223,12,6,8
2019-12-30,24,23,112,115,9,15,5,8,-3,-0.004301070000000018,-1,-1,-0.12121212000000003,0,-1,-3,-2,-5,-1,2,73,7,4,7
2020-02-28,27,4,96,95,12,14,3,6,1,-0.08120300999999996,-12,3,-0.20077519000000002,-5,9,2,-9,6,-10,6,0,1,0,0
2019-12-23,15,28,97,90,17,7,7,5,7,-0.024571989999999988,9,6,0.0028571299999999855,-4,-1,-1,15,5,2,0,298,14,10,14
2020-08-13,1,29,87,82,2,7,2,0,5,0.02796747999999999,3,-6,-0.14193550000000005,2,-2,1,-3,-9,4,2,130,9,3,4
2020-01-08,18,3,119,100,17,12,7,2,19,0.03806130000000002,9,1,-0.014799169999999973,6,-4,10,10,11,1,-8,136,9,4,8
2020-01-04,0,11,114,111,7,5,5,2,3,0.09359046000000004,10,-9,-0.0721154,0,0,-2,1,-13,2,3,3,1,2,0
2020-03-11,22,8,121,106,4,10,0,2,15,0.024390250000000002,9,7,0.07291666000000002,1,-2,2,16,8,4,-6,50,6,3,0
2020-01-28,5,18,100,118,8,12,0,8,-18,-0.12471263000000005,-3,7,-0.04901961000000005,-9,-3,-4,4,-4,-4,2,294,14,11,7
2020-01-06,22,20,116,110,14,9,10,4,6,0.06792934,0,-5,0.08620687999999999,-3,1,14,-5,-15,-2,6,30,5,4,3
2020-03-03,20,12,79,98,7,11,0,4,-19,-0.06756755999999997,-3,4,-0.028985539999999976,6,0,-4,1,-2,3,4,300,15,15,11
2020-02-05,6,14,107,114,12,7,7,5,-7,-0.1938535,-7,3,-0.10465115000000003,2,0,-6,-4,6,0,-2,27,4,0,0
2019-12-21,4,28,86,105,5,13,3,6,-19,-0.08013642999999998,-11,1,-0.08333333999999998,-2,4,-6,-10,-1,-6,-4,298,14,10,9
2020-02-21,27,23,118,101,16,6,5,0,17,0.11195653,17,-3,0.2019078,10,-5,-5,14,-1,5,-4,0,1,0,0
2020-08-02,10,16,120,116,16,11,9,4,4,-0.09352603999999998,-18,-11,0.08711943,-3,9,1,-29,8,-13,1,0,1,0,0
2020-02-25,24,1,104,118,14,15,8,4,-14,-0.030718949999999967,-4,0,-0.06782466999999998,1,2,5,-4,7,3,-2,17,4,2,0
2019-12-23,19,29,115,118,16,4,6,0,-3,0.018888900000000042,3,-5,0.10784313000000001,4,-8,2,-2,-11,6,11,11,3,0,3
2019-11-06,11,29,119,106,11,15,3,4,13,0.06521740000000004,2,-2,0.07500000000000001,0,6,11,0,7,-4,-1,104,8,2,0
2020-01-13,8,18,100,102,7,5,2,0,-2,-0.008429109999999962,-6,-10,0.023809530000000023,4,7,2,-16,2,-12,2,34,5,2,0
2019-11-23,16,8,101,86,12,17,3,7,15,0.07743335000000001,5,3,0.039215679999999975,5,3,2,8,10,5,-3,68,7,3,4
2019-12-20,11,25,113,94,9,9,0,5,19,0.08322437999999999,3,-5,0.14408603000000003,1,1,8,-2,7,-2,-3,189,11,6,11
2020-02-28,23,8,111,113,21,12,10,4,-2,0.11111109999999996,12,-5,-0.014945660000000027,2,-5,4,7,1,8,-6,1,1,0,0
2020-08-04,11,21,113,97,10,13,0,5,16,0.056723350000000006,-2,-8,0.04911179999999998,1,6,14,-10,-3,-8,-3,182,11,7,10
2019-12-30,29,15,115,100,16,12,5,7,15,0.05072462999999999,-4,-1,0.058201069999999966,5,8,8,-5,-7,-9,4,159,10,8,5
2019-12-13,17,12,106,111,17,4,8,1,-5,-0.04991973999999999,-4,1,-0.24141876,1,3,1,-3,-2,-1,-3,295,14,11,13
2020-03-02,19,10,120,115,7,9,2,0,5,0.08888888,21,9,0.05665025000000001,3,-5,1,30,1,5,0,117,8,5,8
2019-12-27,1,5,117,95,19,8,7,3,22,0.03193378000000002,2,6,-0.03884713000000001,8,-2,8,8,-9,-2,5,281,14,12,22
2020-01-04,2,27,93,105,11,20,8,9,-12,0.056818199999999985,9,-8,0.026939659999999976,5,-7,3,1,2,18,-2,300,15,9,16
2020-08-03,20,7,109,109,11,13,6,7,0,-0.03684209999999999,-1,0,0.17952315000000002,2,-5,-3,-1,-8,1,2,2,1,0,0
2019-11-27,27,19,114,84,15,11,7,3,30,0.13295534000000003,7,2,0.25710322999999996,1,-1,5,9,-2,-5,-1,257,13,12,14
2019-11-15,21,26,89,99,9,10,5,0,-10,-0.09999999999999998,0,8,-0.06916997000000003,-3,-3,-4,8,15,0,-8,172,10,12,10
2019-12-23,14,26,113,139,6,17,2,5,-26,-0.18967241999999995,-16,6,-0.21959459999999997,-4,-1,-8,-10,2,0,5,102,8,2,6
2019-12-12,7,24,109,94,14,12,6,8,15,-0.006024099999999977,3,9,0.19230767999999998,-5,2,5,12,5,2,-2,239,12,5,5
2020-01-10,25,16,96,108,12,11,5,2,-12,-0.010570829999999976,-3,-1,0.010979740000000016,-1,-1,-1,-4,-16,3,10,255,13,10,19
2019-12-20,5,14,112,107,12,4,6,4,5,-0.005217399999999983,7,6,0.10048508,2,-5,-5,13,14,7,-5,12,3,2,0
2019-12-22,13,7,102,122,15,12,7,7,-20,-0.030747140000000006,1,5,-0.02183906999999996,5,-7,-13,6,-2,11,4,154,10,2,6
2019-12-14,7,20,109,100,11,12,4,5,9,0.04338239999999993,4,3,-0.0016103100000000037,0,-1,9,7,-1,0,0,44,5,1,2
2020-01-15,15,26,90,83,7,6,5,4,7,0.02469138000000004,6,3,0.14913792999999997,0,-6,5,9,-4,3,-1,260,13,16,17
2019-12-28,16,21,111,83,17,14,11,10,28,0.14144894000000002,16,9,-0.025985659999999966,-2,-7,13,25,3,10,-3,108,8,0,5
2020-01-01,16,17,103,96,16,10,7,4,7,0.06610924000000001,7,6,-0.07575755,2,-3,6,13,0,7,-4,180,11,3,8
2020-02-07,25,15,104,88,9,4,2,0,16,0.09047621,1,0,0.1777027,-4,0,11,1,-12,-4,6,233,12,1,9
2019-12-26,28,24,115,112,12,12,6,5,3,0.08514265000000004,1,-4,-0.052287570000000005,-1,-1,9,-3,-3,-2,1,22,4,6,3
2020-01-02,15,27,82,71,9,2,2,2,11,0.09411764,6,-3,0.17432430000000002,-2,1,4,3,-4,4,-1,67,7,2,5
2019-10-28,12,4,98,90,6,11,2,7,8,0.045789460000000004,4,-3,-0.036363630000000036,5,6,0,1,2,0,2,254,13,13,6
2019-11-20,7,10,98,84,10,6,2,0,14,0.06281366,-1,3,0.07428570000000001,2,6,11,2,-8,-8,-1,215,12,7,11
2019-12-14,23,26,98,96,14,7,5,2,2,0.027690720000000002,-1,-5,0.04242425,-3,-1,5,-6,-4,-1,4,203,11,11,13
2020-01-12,2,0,106,82,9,8,3,3,24,0.20575759999999993,23,3,0.11794872,-3,-6,3,26,14,9,-3,174,10,2,4
2020-02-01,11,19,85,88,5,6,5,2,-3,0.02502504,-11,-10,0.09440558999999998,0,-1,3,-21,0,-1,-2,36,5,0,4
2019-11-29,8,4,107,108,6,13,1,6,-1,0.01234567999999997,4,3,-0.04545452999999999,-2,-2,1,7,7,2,-2,51,6,0,2
2019-11-29,14,28,90,96,9,13,2,4,-6,0.0021228799999999937,1,4,0.010080639999999974,6,-7,6,5,0,6,2,168,10,4,7
2020-08-06,25,18,136,118,13,10,2,0,18,-0.05470140000000001,1,9,0.09375,-1,6,-4,10,13,-9,-6,201,11,4,7
2019-12-10,15,0,111,117,7,10,0,6,-6,-0.023015900000000034,5,5,-0.10588234000000002,-4,0,-3,10,3,1,-6,59,6,6,0
2019-11-08,0,25,109,121,11,12,4,3,-12,-0.02389592000000007,-5,2,-0.25921657,-1,1,-4,-3,-8,-2,1,21,4,0,0
2019-11-14,5,15,95,107,7,10,5,6,-12,-0.12271061999999999,-8,7,-0.15572862000000004,-5,5,-13,-1,10,0,-3,67,7,2,1
2019-12-04,1,15,110,89,13,10,6,2,21,0.0034650000000000514,4,3,0.011865499999999973,6,1,1,7,15,-8,-5,68,7,2,4
2019-12-18,22,15,101,104,15,5,7,3,-3,-0.05013371,-10,4,-0.08979946,1,4,-3,-6,4,0,0,47,6,3,4
2020-08-04,15,1,109,106,7,12,4,8,3,0.0010822699999999963,-1,-3,0.036337200000000014,1,1,7,-4,8,-4,-6,13,3,3,0
2020-01-09,8,5,100,94,10,7,3,3,6,0.01217946000000003,4,7,0.06578946000000002,4,-1,-1,11,0,2,5,207,11,2,8
2020-02-24,28,23,109,131,8,15,4,7,-22,-0.09352143000000002,-2,-7,-0.21538459999999998,1,-2,-17,-9,19,6,-10,19,4,2,0
2019-12-15,7,19,104,100,9,2,5,0,4,-0.01573426,-4,4,0.07407408999999998,4,-4,6,0,7,-2,-10,126,9,7,5
2020-02-29,1,10,98,102,8,9,3,3,-4,-0.03310843000000002,-1,-2,0.019519499999999967,-4,1,1,-3,10,-2,-3,19,4,6,2
2020-02-08,4,6,92,114,12,14,7,5,-22,-0.08689020000000003,-10,1,-0.20588234,-1,-1,-14,-9,6,0,-4,210,12,8,2
2019-12-09,11,12,99,106,11,6,4,0,-7,-0.04210525000000004,-3,2,-0.009469700000000025,-4,1,-2,-1,1,1,4,53,6,0,4
2020-02-24,12,14,111,66,16,13,6,8,45,0.10022699999999996,11,1,0.30824372,1,1,14,12,5,1,3,284,14,13,17
2019-12-28,10,2,99,92,10,4,4,0,7,0.033887500000000015,1,6,-0.008258250000000023,0,0,-8,7,-5,0,1,242,13,9,6
2019-11-22,3,15,103,112,22,14,11,11,-9,-0.04539501999999995,-8,4,-0.058076230000000006,0,1,-10,-4,-4,-6,7,31,5,5,4
2019-12-27,9,23,104,95,20,7,9,4,9,-0.061869620000000014,-10,0,0.10752689999999998,4,4,0,-10,1,-16,-6,75,7,1,1
2019-12-29,7,25,112,107,10,15,6,5,5,-0.0060126400000000135,1,2,-0.06912440000000003,0,1,-8,3,8,1,-6,114,8,8,8
2019-12-17,12,23,115,96,9,12,5,5,19,0.09821326000000002,3,-10,0.13364053000000004,1,3,-8,-7,14,-4,-9,80,7,5,3
2020-02-01,6,0,116,96,10,9,4,3,20,0.054561729999999975,1,-1,0.1794872,4,1,9,0,-8,-3,1,138,9,7,4
2020-07-30,13,12,101,98,7,11,5,6,3,-0.03815048999999998,2,6,-0.12689074,-2,-1,4,8,9,-3,-4,86,7,2,3
2019-12-14,16,5,125,104,15,13,6,6,21,0.09173829999999994,0,-4,-0.05019302999999997,3,3,-1,-4,13,-7,-2,41,5,0,4
2020-02-08,8,19,89,93,5,12,0,4,-4,0.04547848999999998,-5,-13,0.08080808,1,0,-3,-18,1,1,-3,13,3,3,2
2020-01-17,14,5,113,109,10,13,2,8,4,0.04494383000000002,3,-8,0.04870129000000001,6,5,14,-5,-8,-3,0,25,4,0,0
2019-12-06,24,13,105,123,6,7,2,1,-18,-0.07596156999999992,-10,2,-0.12121213000000003,-5,-1,-4,-8,-5,-1,4,224,12,8,13
2020-08-13,21,18,99,112,12,14,4,5,-13,-0.010243290000000016,-7,-1,0.22916669999999995,-4,0,-3,-8,-8,-3,-3,169,10,12,15
2019-11-13,1,29,131,119,19,21,5,10,12,0.013987000000000083,9,3,0.04567306999999998,3,0,3,12,11,3,-2,293,14,9,14
2020-01-13,24,4,109,105,12,11,5,8,4,0.06576170999999997,8,0,-0.04453783,1,-5,3,8,1,6,2,226,12,6,7
2020-01-28,22,9,114,102,18,14,9,9,12,0.09498908,8,-4,-0.020161299999999993,0,-1,0,4,4,1,-6,85,7,1,2
2019-11-20,22,19,102,98,12,8,6,4,4,-0.03093353999999998,-1,4,-0.09375,-1,-3,13,3,3,-3,-5,30,5,7,6
2019-11-12,3,19,112,98,16,10,6,10,14,0.07601349999999996,12,-1,0.048717940000000015,1,-3,-5,11,2,2,0,258,13,8,4
2019-11-08,7,22,88,93,11,4,2,1,-5,-0.012048210000000004,-4,-4,-0.17000000000000004,3,2,-1,-8,-2,-5,1,127,9,12,4
2020-08-11,21,2,84,104,10,9,2,4,-20,-0.04300534,-5,6,0.024999999999999967,-1,0,-17,1,1,2,1,181,11,6,4
2020-08-05,29,22,79,103,12,13,5,7,-24,-0.03213260000000001,2,3,-0.06681034000000002,1,-4,-12,5,-12,-1,0,50,6,0,4
2019-12-23,14,26,111,137,9,17,0,10,-26,-0.17567748000000005,-14,6,-0.20833333999999998,-4,-3,-8,-8,2,2,5,185,11,4,8
2019-11-29,14,28,90,96,7,13,2,4,-6,0.0019540800000000247,1,4,0.010080639999999974,6,-7,6,5,0,6,2,158,10,4,7
2019-12-01,21,9,98,96,12,13,8,7,2,0.05121949999999997,-1,-3,0.10658306000000001,3,1,-4,-4,-3,0,3,6,2,2,0
2020-03-08,12,13,97,106,10,12,2,5,-9,-0.05161657000000003,1,6,-0.07142857999999996,-2,-3,-10,7,12,4,-4,146,9,6,6
2020-01-26,21,12,90,98,9,8,5,2,-8,-0.0842387,-11,4,-0.18719212999999998,-1,6,8,-7,6,-10,-4,224,12,7,14
2019-11-22,20,13,121,122,10,8,3,3,-1,-0.00695564999999998,-5,-4,-0.19688544000000002,-3,3,-3,-9,-4,-6,1,158,10,6,8
2020-01-12,2,0,103,79,8,9,4,5,24,0.21073590000000003,23,3,0.12880144,-3,-7,3,26,12,10,-1,285,14,5,7
2020-09-02,10,20,99,99,8,8,0,3,0,-0.09259260000000002,-5,4,-0.12970429,0,4,-6,-1,-3,-8,9,231,12,5,3
2020-03-10,10,17,97,96,11,12,3,6,1,0.03333335999999998,-10,-5,0.03225805999999998,3,-1,0,-15,7,-5,-6,185,11,10,15
2020-01-17,20,15,107,115,13,7,3,3,-8,-0.04761904,-10,0,0.002415439999999991,2,0,3,-10,-7,-1,-3,6,2,1,0
2019-10-27,13,4,113,98,9,11,4,5,15,0.13483142999999997,5,-3,0.059113300000000035,4,-1,11,2,-7,0,1,104,8,7,0
2020-01-10,25,16,100,118,12,14,4,8,-18,-0.02173912,-4,-1,0.024839730000000004,-1,-3,-3,-5,-18,5,12,89,7,6,9
2020-01-22,9,28,94,129,11,14,5,7,-35,-0.13990714999999998,-15,-4,-0.16413044,2,0,-11,-19,-1,-1,5,32,5,2,0
2020-01-25,17,20,104,111,14,11,5,5,-7,-0.04305555,-6,4,-0.17926356,-5,2,13,-2,-5,1,7,39,5,0,2
2020-02-12,2,27,101,89,15,14,6,8,12,0.02742949,6,6,-0.05236727000000002,1,1,6,12,15,-1,-7,73,7,0,2
2019-11-20,6,9,131,82,15,10,8,2,49,0.19126505000000005,17,1,0.22285717,2,0,12,18,0,2,4,225,12,11,12
2019-10-28,12,4,100,90,6,11,2,7,10,0.027327920000000006,4,-1,-0.036363630000000036,5,7,0,3,4,-1,1,216,12,11,6
2019-11-22,3,15,108,116,27,16,10,10,-8,-0.03811531999999995,-8,5,-0.03508771000000005,0,1,-10,-3,-8,-6,8,0,1,0,0
2020-02-07,1,0,112,107,16,19,8,11,5,0.023255819999999983,2,-1,0.0990991,0,-2,2,1,1,-1,-3,0,1,0,0
2020-08-02,10,16,104,109,9,14,3,6,-5,-0.13572450000000003,-16,-6,0.07816092000000002,-4,6,0,-22,1,-9,4,258,13,16,7
2019-12-08,6,25,100,106,15,4,5,0,-6,-0.044466100000000064,3,2,0.042647049999999964,0,-3,0,5,-3,4,-3,220,12,6,4
2019-11-24,10,6,111,125,10,16,2,10,-14,-0.0399235,4,3,-0.18461539999999999,-1,-4,-3,7,5,-1,4,281,14,12,12
2019-11-04,2,18,135,125,14,8,7,2,10,0.037763340000000034,4,2,-0.016006100000000023,-2,-3,14,6,7,2,-8,1,1,0,0
2019-11-12,15,8,117,108,15,18,6,5,9,0.09657009999999994,10,0,0.07164632999999998,-8,-3,7,10,-10,3,2,0,1,0,0
2019-10-23,26,19,113,106,14,9,4,7,7,0.0251344,7,5,-0.010344820000000032,4,-10,-4,12,20,8,-15,88,7,7,5
2019-11-01,11,5,101,93,14,15,10,8,8,0.04154409999999997,3,10,-0.16965352,9,-1,0,13,-5,-3,3,32,5,1,2
2020-02-06,16,22,106,93,16,14,4,0,13,0.12049127000000004,12,-4,-0.07226107000000004,3,-4,-4,8,2,3,5,288,14,6,8
2019-12-15,0,13,96,99,7,7,2,4,-3,-0.06386552999999995,-8,-5,0.13139260000000003,-4,-6,-3,-13,-6,-3,1,5,2,0,2
2019-10-28,16,5,115,100,19,9,8,3,15,0.05555555000000001,2,0,0.13127413,2,8,8,2,10,0,-7,249,13,14,12
2020-01-27,28,10,114,122,17,13,9,9,-8,0.036888299999999985,3,-4,-0.09999999999999998,-1,-4,9,-1,-19,2,8,20,4,3,4
2020-02-10,11,2,99,95,10,10,4,4,4,0.11140159,-4,-8,-0.06428572999999999,-3,2,8,-12,-19,-4,6,159,10,6,11
2019-11-15,17,29,116,135,11,15,6,5,-19,-0.052594940000000034,-3,-4,-0.042857140000000016,0,-4,-11,-7,4,7,0,56,6,0,2
2019-11-11,9,28,104,119,13,13,5,8,-15,-0.015410009999999974,-2,3,-0.13456222,-1,5,-6,1,-19,-2,10,91,8,4,3
2019-12-29,7,25,108,102,12,17,2,10,6,0.013157899999999945,2,2,-0.04945054999999998,0,1,-6,4,4,2,-2,255,13,12,13
2020-09-01,7,28,78,78,10,8,4,4,0,-0.014245039999999987,1,-2,0.015640249999999967,1,0,5,-1,-2,-1,4,47,6,2,0
2020-01-04,0,11,113,109,6,5,4,2,4,0.09642857000000005,9,-8,-0.0721154,0,-1,-2,1,-11,3,3,78,7,3,2
2019-12-27,1,5,117,94,19,9,9,3,23,0.03193378000000002,2,6,-0.03884713000000001,8,-1,8,8,-7,-3,5,295,14,12,23
2020-02-10,7,26,113,109,14,10,7,0,4,0.06884899999999994,1,-1,-0.055299600000000004,4,0,0,0,-1,0,-2,263,13,14,11
2020-08-19,7,28,96,122,12,10,4,4,-26,-0.13022941999999998,0,6,-0.06477734000000002,-3,-3,-10,6,2,3,0,261,13,9,2
2019-11-08,24,2,105,112,6,14,0,6,-7,-0.006270969999999987,-2,-3,-0.05952379000000002,-1,-3,-7,-5,-8,1,1,120,9,10,7
2020-03-08,5,26,92,111,9,11,7,3,-19,-0.0005115199999999875,-4,3,0.0,-4,-9,7,-1,-7,6,-11,52,6,2,7
2019-11-30,16,4,124,89,11,11,3,4,35,0.18725298,8,-5,0.09736840000000002,2,2,15,3,7,-4,-5,203,11,13,7
2019-11-16,3,2,92,95,11,14,4,6,-3,-0.13186812999999997,5,10,-0.043181810000000015,-6,-2,-18,15,26,4,-7,259,13,19,22
2019-12-28,29,19,94,100,2,7,2,3,-6,-0.11172160999999997,-9,4,0.026113700000000017,-2,11,-10,-5,15,-11,-9,88,7,6,7
2020-02-08,25,26,114,98,16,12,5,2,16,-0.0006254399999999771,-1,1,0.2269022,-2,-3,-1,0,4,-2,-9,172,10,8,4
2020-01-29,19,14,102,114,13,9,6,4,-12,-0.06179773999999999,0,5,-0.11857142999999998,3,4,4,5,-5,3,3,207,11,4,10
